Donald,Hernandez,85106854,DH15Y25@UoNEHT.ac.uk,2,,692-811-3042,ANIM2404,Prototypical Lighting,TF1Z1@UoNEHT.ac.uk,,,,6.0,31.0,3.0
Donald,Hernandez,85106854,DH15Y25@UoNEHT.ac.uk,2,,692-811-3042,ANIM2405,Prototypical Modelling,SA1Z1@UoNEHT.ac.uk,AM1Z1@UoNEHT.ac.uk,CC3Z1@UoNEHT.ac.uk,33.0,,,
Donald,Lee,49603101,DL5Y25@UoNEHT.ac.uk,3,"15891 Martinez Springs Apt. 468 Donald,Lopez,14088636,DL1Y25@UoNEHT.ac.uk,4,"83522 Matthew Stravenue
Donald,Salas,18720735,DS2Y25@UoNEHT.ac.uk,4,"4879 Lori Villages Donald,Schroeder,69056394,DS6Y25@UoNEHT.ac.uk,3,"2809 Brian Manors Suite 541
Donna,Evans,132770829,DE2Y25@UoNEHT.ac.uk,1,"102 William Glens Apt. 887 Donna,King,83191543,DK1Y25@UoNEHT.ac.uk,2,"USS Villa
Donna,Leonard,35331114,DL4Y25@UoNEHT.ac.uk,4,"536 Smith Overpass Apt. 229 Donna,Matthews,101704321,DM16Y25@UoNEHT.ac.uk,2,"2353 Baird Square Apt. 319
Donnamouth, MO 38577",894-574-0153x606,FREN1401,Basic Rhetoric,RR4Z1@UoNEHT.ac.uk,CH2Z1@UoNEHT.ac.uk,TM1Z1@UoNEHT.ac.uk,40.0,13.0,, Donnamouth, MO 38577",894-574-0153x606,FREN1402,Introduction to Formal Speech,KB3Z1@UoNEHT.ac.uk,AG1Z1@UoNEHT.ac.uk,,43.0,4.0,4.0,0.0
Donnamouth, MO 38577",894-574-0153x606,FREN1403,Basic Wider Media,DF1Z1@UoNEHT.ac.uk,,,46.0,3.0,7.0, Donnamouth, MO 38577",894-574-0153x606,FREN1404,Basic French Literature,RR1Z1@UoNEHT.ac.uk,,,12.0,2.0,1.0,5.0
Donnamouth, MO 38577",894-574-0153x606,FREN1405,Foundational Poetics,JJ2Z1@UoNEHT.ac.uk,,,48.0,3.0,3.0,3.0 Donnamouth, MO 38577",894-574-0153x606,FREN1406,Beginner's Creative Writing,KS3Z1@UoNEHT.ac.uk,ML1Z1@UoNEHT.ac.uk,,39.0,15.0,,
Donnamouth, MO 38577",894-574-0153x606,FREN1407,Introduction to French Grammar,ML1Z1@UoNEHT.ac.uk,,,27.0,2.0,7.0, Donna,Nelson,18016903,DN2Y25@UoNEHT.ac.uk,4,"USNV Martin
Donnaport, RI 99698",396-648-3114x48210,FREN1401,Basic Rhetoric,RR4Z1@UoNEHT.ac.uk,CH2Z1@UoNEHT.ac.uk,TM1Z1@UoNEHT.ac.uk,9.0,5.0,, Donnaport, RI 99698",396-648-3114x48210,FREN1402,Introduction to Formal Speech,KB3Z1@UoNEHT.ac.uk,AG1Z1@UoNEHT.ac.uk,,34.0,0.0,10.0,5.0
Donnaport, RI 99698",396-648-3114x48210,FREN1403,Basic Wider Media,DF1Z1@UoNEHT.ac.uk,,,68.0,3.0,8.0, Donnaport, RI 99698",396-648-3114x48210,FREN1404,Basic French Literature,RR1Z1@UoNEHT.ac.uk,,,40.0,5.0,2.0,5.0
Donnaport, RI 99698",396-648-3114x48210,FREN1405,Foundational Poetics,JJ2Z1@UoNEHT.ac.uk,,,15.0,0.0,2.0,0.0 Donnaport, RI 99698",396-648-3114x48210,FREN1406,Beginner's Creative Writing,KS3Z1@UoNEHT.ac.uk,ML1Z1@UoNEHT.ac.uk,,36.0,2.0,,
Donnaport, RI 99698",396-648-3114x48210,FREN1407,Introduction to French Grammar,ML1Z1@UoNEHT.ac.uk,,,51.0,10.0,7.0, Donna,Robinson,133491076,DR14Y25@UoNEHT.ac.uk,1,"75751 Smith Flat
Donna,Sullivan,34038296,DS4Y25@UoNEHT.ac.uk,4,"0471 Candace Lodge Dorothy,Brown,68658676,DB12Y25@UoNEHT.ac.uk,3,"PSC 9877, Box 9923
Douglasbury, AK 75208",,FINE3401,Field Sketching,JR1Z1@UoNEHT.ac.uk,,,37.0,7.0,, Douglasbury, AK 75208",,FINE3402,Mastering Portraits,RF1Z1@UoNEHT.ac.uk,DS2Z1@UoNEHT.ac.uk,,11.0,12.0,18.0,5.0
Douglasbury, AK 75208",,FINE3403,Advanced Landscapes,DG1Z1@UoNEHT.ac.uk,HS1Z1@UoNEHT.ac.uk,,,32.0,18.0,8.0 Douglasbury, AK 75208",,FINE3404,Mastering Charcoal,JR2Z1@UoNEHT.ac.uk,SN1Z1@UoNEHT.ac.uk,HS2Z1@UoNEHT.ac.uk,3.0,,,
Douglasbury, AK 75208",,FINE3405,Advanced Painting,HD1Z1@UoNEHT.ac.uk,,,,27.0,12.0,22.0 Douglas,Church,99041248,DC12Y25@UoNEHT.ac.uk,2,"877 Mercado Plaza Apt. 297
Douglas,King,138436081,DK5Y25@UoNEHT.ac.uk,1,"21996 Brittney Drive Douglas,Smith,14483318,DS1Y25@UoNEHT.ac.uk,4,"37561 Logan Villages
Douglas,Thompson,25066210,DT4Y25@UoNEHT.ac.uk,4,"11089 Thomas Stream Suite 372 Douglasview, OH 21457",+1-881-971-4321x651,GER4401,Expert Formal Speech,TM1Z1@UoNEHT.ac.uk,,,2.0,14.0,13.0,9.0
Douglasview, OH 21457",+1-881-971-4321x651,GER4402,Theoretical Wider Media,TB1Z1@UoNEHT.ac.uk,,,,23.0,27.0, Douglasview, OH 21457",+1-881-971-4321x651,GER4403,Master's Creative Writing,RW1Z1@UoNEHT.ac.uk,,,76.0,9.0,3.0,
Douglasview, OH 21457",+1-881-971-4321x651,GER4404,Expert Rhetoric,JC1Z1@UoNEHT.ac.uk,,,,12.0,14.0, Douglasview, OH 21457",+1-881-971-4321x651,GER4405,Master's German Literature,EH1Z1@UoNEHT.ac.uk,,,,18.0,17.0,
Douglasview, OH 21457",+1-881-971-4321x651,GER4406,Expert German Grammar,NW1Z1@UoNEHT.ac.uk,,,94.0,,, Douglasview, OH 21457",+1-881-971-4321x651,GER4407,Master's Poetics,JW1Z1@UoNEHT.ac.uk,,,25.0,14.0,25.0,24.0
Doylemouth, TN 57713",(713)740-4238x181,COMP3401,Mastering Algorithms,MF3Z1@UoNEHT.ac.uk,,,16.0,7.0,5.0, Doylemouth, TN 57713",(713)740-4238x181,COMP3402,Field Programming,LK1Z1@UoNEHT.ac.uk,,,1.0,7.0,3.0,5.0
Doylemouth, TN 57713",(713)740-4238x181,COMP3403,Practical Statistics,LK1Z1@UoNEHT.ac.uk,AW1Z1@UoNEHT.ac.uk,,71.0,4.0,10.0, Doylemouth, TN 57713",(713)740-4238x181,COMP3404,Practical Modelling,CJ1Z1@UoNEHT.ac.uk,JL2Z1@UoNEHT.ac.uk,,3.0,24.0,9.0,17.0
Doylemouth, TN 57713",(713)740-4238x181,COMP3405,Field Design,RR3Z1@UoNEHT.ac.uk,PG2Z1@UoNEHT.ac.uk,,18.0,13.0,, Doylemouth, TN 57713",(713)740-4238x181,COMP3406,Field Ethics and Standards,JR3Z1@UoNEHT.ac.uk,,,18.0,19.0,2.0,2.0
Doylemouth, TN 57713",(713)740-4238x181,COMP3407,Practical Software,MC1Z1@UoNEHT.ac.uk,,,11.0,12.0,, Doylemouth, TN 57713",,COMP1401,Basic Modelling,JH3Z1@UoNEHT.ac.uk,ET1Z1@UoNEHT.ac.uk,CJ1Z1@UoNEHT.ac.uk,18.0,20.0,,
Doylemouth, TN 57713",,COMP1402,Early Design,GB1Z1@UoNEHT.ac.uk,,,33.0,8.0,1.0, Doylemouth, TN 57713",,COMP1403,Beginner's Algorithms,KW2Z1@UoNEHT.ac.uk,JG6Z1@UoNEHT.ac.uk,CV1Z1@UoNEHT.ac.uk,49.0,8.0,2.0,
Doylemouth, TN 57713",,COMP1404,Early Software,TG1Z1@UoNEHT.ac.uk,CD1Z1@UoNEHT.ac.uk,,43.0,1.0,5.0, Doylemouth, TN 57713",,COMP1405,Basic Ethics and Standards,FM1Z1@UoNEHT.ac.uk,DS7Z1@UoNEHT.ac.uk,,55.0,14.0,,
Doylemouth, TN 57713",,COMP1406,Foundational Statistics,TW1Z1@UoNEHT.ac.uk,MH3Z1@UoNEHT.ac.uk,DS7Z1@UoNEHT.ac.uk,7.0,9.0,, Doylemouth, TN 57713",,COMP1407,Basic Programming,MH3Z1@UoNEHT.ac.uk,KS4Z1@UoNEHT.ac.uk,AK1Z1@UoNEHT.ac.uk,3.0,2.0,6.0,
DPO AA 01131",215-751-4863x2135,GER1401,Early German Grammar,DB2Z1@UoNEHT.ac.uk,AG1Z1@UoNEHT.ac.uk,,35.0,5.0,0.0,5.0 DPO AA 01131",215-751-4863x2135,GER1402,Basic Creative Writing,AT2Z1@UoNEHT.ac.uk,,,63.0,9.0,,
DPO AA 01131",215-751-4863x2135,GER1403,Early Wider Media,JM8Z1@UoNEHT.ac.uk,JM3Z1@UoNEHT.ac.uk,BW2Z1@UoNEHT.ac.uk,27.0,4.0,3.0, DPO AA 01131",215-751-4863x2135,GER1404,Introduction to Formal Speech,DS3Z1@UoNEHT.ac.uk,CT2Z1@UoNEHT.ac.uk,,40.0,4.0,9.0,
DPO AA 01131",215-751-4863x2135,GER1405,Beginner's Rhetoric,JK1Z1@UoNEHT.ac.uk,SW1Z1@UoNEHT.ac.uk,,10.0,10.0,, DPO AA 01131",215-751-4863x2135,GER1406,Early German Literature,MS3Z1@UoNEHT.ac.uk,,,37.0,5.0,1.0,
DPO AA 01131",215-751-4863x2135,GER1407,Beginner's Poetics,KS2Z1@UoNEHT.ac.uk,MM1Z1@UoNEHT.ac.uk,,19.0,5.0,, DPO AA 01173",(262)339-7988x1805,FREN3401,Advanced Wider Media,LG1Z1@UoNEHT.ac.uk,MM3Z1@UoNEHT.ac.uk,,38.0,,,
DPO AA 01173",(262)339-7988x1805,FREN3402,Practical Rhetoric,KS2Z1@UoNEHT.ac.uk,,,22.0,8.0,8.0, DPO AA 01173",(262)339-7988x1805,FREN3403,Practical Formal Speech,BE1Z1@UoNEHT.ac.uk,,,47.0,,,
DPO AA 01173",(262)339-7988x1805,FREN3404,Advanced French Grammar,MS3Z1@UoNEHT.ac.uk,,,57.0,30.0,, DPO AA 01173",(262)339-7988x1805,FREN3405,Advanced Creative Writing,NC1Z1@UoNEHT.ac.uk,,,41.0,15.0,,
DPO AA 01173",(262)339-7988x1805,FREN3406,Mastering French Literature,MS4Z1@UoNEHT.ac.uk,,,52.0,30.0,, DPO AA 01173",(262)339-7988x1805,FREN3407,Mastering Poetics,AE1Z1@UoNEHT.ac.uk,NY1Z1@UoNEHT.ac.uk,,13.0,2.0,24.0,11.0
DPO AA 15570",523.570.0483,FREN2401,Advanced Wider Media,MS4Z1@UoNEHT.ac.uk,,,,44.0,34.0, DPO AA 15570",523.570.0483,FREN2402,Prototypical Rhetoric,EH1Z1@UoNEHT.ac.uk,JC4Z1@UoNEHT.ac.uk,,,26.0,15.0,14.0
DPO AA 15570",523.570.0483,FREN2403,Prototypical French Literature,JL1Z1@UoNEHT.ac.uk,AL1Z1@UoNEHT.ac.uk,CS1Z1@UoNEHT.ac.uk,2.0,4.0,24.0,17.0 DPO AA 15570",523.570.0483,FREN2404,Prototypical Creative Writing,KC1Z1@UoNEHT.ac.uk,,,,7.0,6.0,20.0
DPO AA 15570",523.570.0483,FREN2405,Intermediate French Grammar,TM2Z1@UoNEHT.ac.uk,,,,13.0,31.0,13.0 DPO AA 15570",523.570.0483,FREN2406,Intermediate Poetics,YC1Z1@UoNEHT.ac.uk,BH1Z1@UoNEHT.ac.uk,,11.0,6.0,2.0,
DPO AA 15570",523.570.0483,FREN2407,Structured Formal Speech,JD3Z1@UoNEHT.ac.uk,CC2Z1@UoNEHT.ac.uk,,86.0,,, DPO AA 17798",(322)329-6499,ENG2401,Prototypical Poetics,CC1Z1@UoNEHT.ac.uk,JS2Z1@UoNEHT.ac.uk,,10.0,0.0,5.0,
DPO AA 17798",(322)329-6499,ENG2402,Intermediate Creative Writing,KB1Z1@UoNEHT.ac.uk,JW1Z1@UoNEHT.ac.uk,,4.0,11.0,25.0,9.0 DPO AA 17798",(322)329-6499,ENG2403,Prototypical English Literature,KC1Z1@UoNEHT.ac.uk,NW1Z1@UoNEHT.ac.uk,SL1Z1@UoNEHT.ac.uk,,10.0,7.0,18.0
DPO AA 17798",(322)329-6499,ENG2404,Prototypical Formal Speech,TB1Z1@UoNEHT.ac.uk,CC2Z1@UoNEHT.ac.uk,MS4Z1@UoNEHT.ac.uk,49.0,8.0,5.0, DPO AA 17798",(322)329-6499,ENG2405,Prototypical Wider Media,KB1Z1@UoNEHT.ac.uk,,,25.0,9.0,3.0,
DPO AA 17798",(322)329-6499,ENG2406,Structured English Grammar,RM3Z1@UoNEHT.ac.uk,,,44.0,37.0,, DPO AA 17798",(322)329-6499,ENG2407,Advanced Rhetoric,EH1Z1@UoNEHT.ac.uk,,,45.0,35.0,,
DPO AA 23971",(653)872-7361x9805,ENG3401,Field Poetics,RM3Z1@UoNEHT.ac.uk,,,6.0,2.0,8.0, DPO AA 23971",(653)872-7361x9805,ENG3402,Mastering Wider Media,MB1Z1@UoNEHT.ac.uk,,,42.0,25.0,,
DPO AA 23971",(653)872-7361x9805,ENG3403,Field English Literature,JS2Z1@UoNEHT.ac.uk,CC1Z1@UoNEHT.ac.uk,,,33.0,30.0,0.0 DPO AA 23971",(653)872-7361x9805,ENG3404,Advanced Formal Speech,AE1Z1@UoNEHT.ac.uk,RC1Z1@UoNEHT.ac.uk,,,13.0,12.0,
DPO AA 23971",(653)872-7361x9805,ENG3405,Practical English Grammar,LG1Z1@UoNEHT.ac.uk,JS2Z1@UoNEHT.ac.uk,NC1Z1@UoNEHT.ac.uk,19.0,2.0,0.0, DPO AA 23971",(653)872-7361x9805,ENG3406,Field Rhetoric,MD1Z1@UoNEHT.ac.uk,,,4.0,7.0,,
DPO AA 23971",(653)872-7361x9805,ENG3407,Field Creative Writing,MH2Z1@UoNEHT.ac.uk,,,8.0,1.0,10.0, DPO AA 25523",001-855-756-8805,FREN4401,Expert Poetics,JM1Z1@UoNEHT.ac.uk,,,,22.0,10.0,1.0
DPO AA 25523",001-855-756-8805,FREN4402,Expert French Literature,YC1Z1@UoNEHT.ac.uk,,,28.0,,, DPO AA 25523",001-855-756-8805,FREN4403,Mastering Wider Media,MM1Z1@UoNEHT.ac.uk,JC1Z1@UoNEHT.ac.uk,,48.0,2.0,,
DPO AA 25523",001-855-756-8805,FREN4404,Mastering French Grammar,DS1Z1@UoNEHT.ac.uk,TB1Z1@UoNEHT.ac.uk,,74.0,14.0,, DPO AA 25523",001-855-756-8805,FREN4405,Theoretical Rhetoric,JM1Z1@UoNEHT.ac.uk,JL1Z1@UoNEHT.ac.uk,,48.0,5.0,8.0,
DPO AA 25523",001-855-756-8805,FREN4406,Theoretical Formal Speech,KC1Z1@UoNEHT.ac.uk,TM2Z1@UoNEHT.ac.uk,YC1Z1@UoNEHT.ac.uk,26.0,,, DPO AA 25523",001-855-756-8805,FREN4407,Expert Creative Writing,NY1Z1@UoNEHT.ac.uk,EM1Z1@UoNEHT.ac.uk,,,5.0,48.0,
DPO AA 26384",001-948-793-5909x4902,ENG2401,Prototypical Poetics,CC1Z1@UoNEHT.ac.uk,JS2Z1@UoNEHT.ac.uk,,32.0,9.0,8.0, DPO AA 26384",001-948-793-5909x4902,ENG2402,Intermediate Creative Writing,KB1Z1@UoNEHT.ac.uk,JW1Z1@UoNEHT.ac.uk,,20.0,21.0,3.0,2.0
DPO AA 26384",001-948-793-5909x4902,ENG2403,Prototypical English Literature,KC1Z1@UoNEHT.ac.uk,NW1Z1@UoNEHT.ac.uk,SL1Z1@UoNEHT.ac.uk,,8.0,23.0,20.0 DPO AA 26384",001-948-793-5909x4902,ENG2404,Prototypical Formal Speech,TB1Z1@UoNEHT.ac.uk,CC2Z1@UoNEHT.ac.uk,MS4Z1@UoNEHT.ac.uk,22.0,9.0,5.0,
DPO AA 26384",001-948-793-5909x4902,ENG2405,Prototypical Wider Media,KB1Z1@UoNEHT.ac.uk,,,38.0,10.0,7.0, DPO AA 26384",001-948-793-5909x4902,ENG2406,Structured English Grammar,RM3Z1@UoNEHT.ac.uk,,,21.0,5.0,,
DPO AA 26384",001-948-793-5909x4902,ENG2407,Advanced Rhetoric,EH1Z1@UoNEHT.ac.uk,,,37.0,1.0,, DPO AA 26480",001-948-360-9875x4795,ANIM4401,Master's Animation,SC1Z1@UoNEHT.ac.uk,,,40.0,12.0,,
DPO AA 26480",001-948-360-9875x4795,ANIM4402,Theoretical Rigging,AD1Z1@UoNEHT.ac.uk,,,32.0,,, DPO AA 26480",001-948-360-9875x4795,ANIM4403,Expert Blending,GD1Z1@UoNEHT.ac.uk,,,37.0,,,
DPO AA 26480",001-948-360-9875x4795,ANIM4404,Theoretical Modelling,JB1Z1@UoNEHT.ac.uk,,,,28.0,0.0,25.0 DPO AA 26480",001-948-360-9875x4795,ANIM4405,Mastering Lighting,HS1Z1@UoNEHT.ac.uk,SC1Z1@UoNEHT.ac.uk,MS1Z1@UoNEHT.ac.uk,53.0,0.0,1.0,
DPO AA 26905",980.893.7637x30150,COMP1401,Basic Modelling,JH3Z1@UoNEHT.ac.uk,ET1Z1@UoNEHT.ac.uk,CJ1Z1@UoNEHT.ac.uk,76.0,9.0,, DPO AA 26905",980.893.7637x30150,COMP1402,Early Design,GB1Z1@UoNEHT.ac.uk,,,42.0,3.0,4.0,
DPO AA 26905",980.893.7637x30150,COMP1403,Beginner's Algorithms,KW2Z1@UoNEHT.ac.uk,JG6Z1@UoNEHT.ac.uk,CV1Z1@UoNEHT.ac.uk,43.0,6.0,2.0, DPO AA 26905",980.893.7637x30150,COMP1404,Early Software,TG1Z1@UoNEHT.ac.uk,CD1Z1@UoNEHT.ac.uk,,28.0,10.0,2.0,
DPO AA 26905",980.893.7637x30150,COMP1405,Basic Ethics and Standards,FM1Z1@UoNEHT.ac.uk,DS7Z1@UoNEHT.ac.uk,,3.0,9.0,, DPO AA 26905",980.893.7637x30150,COMP1406,Foundational Statistics,TW1Z1@UoNEHT.ac.uk,MH3Z1@UoNEHT.ac.uk,DS7Z1@UoNEHT.ac.uk,41.0,8.0,,
DPO AA 26905",980.893.7637x30150,COMP1407,Basic Programming,MH3Z1@UoNEHT.ac.uk,KS4Z1@UoNEHT.ac.uk,AK1Z1@UoNEHT.ac.uk,64.0,5.0,8.0, DPO AA 37838",7436953624,ELEC4401,Master's Design,JW2Z1@UoNEHT.ac.uk,CT1Z1@UoNEHT.ac.uk,,6.0,19.0,,
DPO AA 37838",7436953624,ELEC4402,Master's Microsystems,LN1Z1@UoNEHT.ac.uk,AD2Z1@UoNEHT.ac.uk,CJ1Z1@UoNEHT.ac.uk,20.0,1.0,3.0, DPO AA 37838",7436953624,ELEC4403,Mastering Programming,RR2Z1@UoNEHT.ac.uk,,,54.0,,,
DPO AA 37838",7436953624,ELEC4404,Master's Statistics,CT1Z1@UoNEHT.ac.uk,AS1Z1@UoNEHT.ac.uk,LK1Z1@UoNEHT.ac.uk,6.0,20.0,22.0,0.0 DPO AA 37838",7436953624,ELEC4405,Theoretical Hardware,GW1Z1@UoNEHT.ac.uk,,,30.0,9.0,,
DPO AA 37838",7436953624,ELEC4406,Theoretical Modelling,JS3Z1@UoNEHT.ac.uk,,,63.0,,, DPO AA 37838",7436953624,ELEC4407,Master's Ethics and Standards,MW1Z1@UoNEHT.ac.uk,PG2Z1@UoNEHT.ac.uk,TW1Z1@UoNEHT.ac.uk,8.0,5.0,4.0,
DPO AA 41940",,COMP3401,Mastering Algorithms,MF3Z1@UoNEHT.ac.uk,,,68.0,0.0,4.0, DPO AA 41940",,COMP3402,Field Programming,LK1Z1@UoNEHT.ac.uk,,,25.0,13.0,16.0,17.0
DPO AA 41940",,COMP3403,Practical Statistics,LK1Z1@UoNEHT.ac.uk,AW1Z1@UoNEHT.ac.uk,,27.0,8.0,8.0, DPO AA 41940",,COMP3404,Practical Modelling,CJ1Z1@UoNEHT.ac.uk,JL2Z1@UoNEHT.ac.uk,,10.0,25.0,13.0,11.0
DPO AA 41940",,COMP3405,Field Design,RR3Z1@UoNEHT.ac.uk,PG2Z1@UoNEHT.ac.uk,,11.0,2.0,, DPO AA 41940",,COMP3406,Field Ethics and Standards,JR3Z1@UoNEHT.ac.uk,,,10.0,21.0,14.0,14.0
DPO AA 41940",,COMP3407,Practical Software,MC1Z1@UoNEHT.ac.uk,,,22.0,24.0,, DPO AA 42248",+1-575-624-3630,FINE2401,Advanced Charcoal,RS1Z1@UoNEHT.ac.uk,,,22.0,0.0,,
DPO AA 42248",+1-575-624-3630,FINE2402,Prototypical Portraits,BK1Z1@UoNEHT.ac.uk,LM1Z1@UoNEHT.ac.uk,MS2Z1@UoNEHT.ac.uk,,7.0,4.0,13.0 DPO AA 42248",+1-575-624-3630,FINE2403,Intermediate Sketching,JJ3Z1@UoNEHT.ac.uk,MW2Z1@UoNEHT.ac.uk,MK2Z1@UoNEHT.ac.uk,,26.0,15.0,10.0
DPO AA 42248",+1-575-624-3630,FINE2404,Structured Landscapes,LM1Z1@UoNEHT.ac.uk,,,,18.0,0.0,12.0 DPO AA 42248",+1-575-624-3630,FINE2405,Advanced Painting,RS1Z1@UoNEHT.ac.uk,,,,29.0,12.0,
DPO AA 54283",(388)357-4259,FREN1401,Basic Rhetoric,RR4Z1@UoNEHT.ac.uk,CH2Z1@UoNEHT.ac.uk,TM1Z1@UoNEHT.ac.uk,42.0,15.0,, DPO AA 54283",(388)357-4259,FREN1402,Introduction to Formal Speech,KB3Z1@UoNEHT.ac.uk,AG1Z1@UoNEHT.ac.uk,,1.0,1.0,10.0,1.0
DPO AA 54283",(388)357-4259,FREN1403,Basic Wider Media,DF1Z1@UoNEHT.ac.uk,,,71.0,6.0,4.0, DPO AA 54283",(388)357-4259,FREN1404,Basic French Literature,RR1Z1@UoNEHT.ac.uk,,,32.0,5.0,1.0,1.0
DPO AA 54283",(388)357-4259,FREN1405,Foundational Poetics,JJ2Z1@UoNEHT.ac.uk,,,26.0,5.0,10.0,4.0 DPO AA 54283",(388)357-4259,FREN1406,Beginner's Creative Writing,KS3Z1@UoNEHT.ac.uk,ML1Z1@UoNEHT.ac.uk,,7.0,8.0,,
DPO AA 54283",(388)357-4259,FREN1407,Introduction to French Grammar,ML1Z1@UoNEHT.ac.uk,,,74.0,2.0,7.0, DPO AA 58614",3297096279,GER4401,Expert Formal Speech,TM1Z1@UoNEHT.ac.uk,,,2.0,5.0,19.0,8.0
DPO AA 58614",3297096279,GER4402,Theoretical Wider Media,TB1Z1@UoNEHT.ac.uk,,,,7.0,26.0, DPO AA 58614",3297096279,GER4403,Master's Creative Writing,RW1Z1@UoNEHT.ac.uk,,,14.0,9.0,6.0,
DPO AA 58614",3297096279,GER4404,Expert Rhetoric,JC1Z1@UoNEHT.ac.uk,,,,39.0,48.0, DPO AA 58614",3297096279,GER4405,Master's German Literature,EH1Z1@UoNEHT.ac.uk,,,,25.0,6.0,
DPO AA 58614",3297096279,GER4406,Expert German Grammar,NW1Z1@UoNEHT.ac.uk,,,100.0,,, DPO AA 58614",3297096279,GER4407,Master's Poetics,JW1Z1@UoNEHT.ac.uk,,,13.0,2.0,25.0,16.0
DPO AA 61889",2359391654,GER2401,Prototypical Creative Writing,MS3Z1@UoNEHT.ac.uk,,,39.0,,, DPO AA 61889",2359391654,GER2402,Intermediate Formal Speech,JL1Z1@UoNEHT.ac.uk,DA1Z1@UoNEHT.ac.uk,EL2Z1@UoNEHT.ac.uk,,17.0,9.0,
DPO AA 61889",2359391654,GER2403,Advanced Poetics,AL1Z1@UoNEHT.ac.uk,,,0.0,39.0,, DPO AA 61889",2359391654,GER2404,Intermediate German Literature,LC1Z1@UoNEHT.ac.uk,DM3Z1@UoNEHT.ac.uk,,20.0,8.0,,
DPO AA 61889",2359391654,GER2405,Intermediate German Grammar,FF1Z1@UoNEHT.ac.uk,JJ2Z1@UoNEHT.ac.uk,BW2Z1@UoNEHT.ac.uk,62.0,8.0,, DPO AA 61889",2359391654,GER2406,Advanced Wider Media,KS2Z1@UoNEHT.ac.uk,CH3Z1@UoNEHT.ac.uk,BE1Z1@UoNEHT.ac.uk,16.0,24.0,,
DPO AA 61889",2359391654,GER2407,Advanced Rhetoric,MH2Z1@UoNEHT.ac.uk,SL1Z1@UoNEHT.ac.uk,,30.0,0.0,, DPO AA 62334",(234)754-4611x18847,COMP4401,Theoretical Modelling,LN1Z1@UoNEHT.ac.uk,CT1Z1@UoNEHT.ac.uk,MW1Z1@UoNEHT.ac.uk,,22.0,11.0,0.0
DPO AA 62334",(234)754-4611x18847,COMP4402,Expert Design,AP1Z1@UoNEHT.ac.uk,MW1Z1@UoNEHT.ac.uk,RM1Z1@UoNEHT.ac.uk,3.0,2.0,10.0, DPO AA 62334",(234)754-4611x18847,COMP4403,Theoretical Ethics and Standards,KH1Z1@UoNEHT.ac.uk,TG1Z1@UoNEHT.ac.uk,JS4Z1@UoNEHT.ac.uk,7.0,12.0,9.0,6.0
DPO AA 62334",(234)754-4611x18847,COMP4404,Master's Software,CJ1Z1@UoNEHT.ac.uk,,,6.0,24.0,21.0,1.0 DPO AA 62334",(234)754-4611x18847,COMP4405,Theoretical Statistics,JJ1Z1@UoNEHT.ac.uk,RR2Z1@UoNEHT.ac.uk,,57.0,1.0,,
DPO AA 62334",(234)754-4611x18847,COMP4406,Mastering Algorithms,JD1Z1@UoNEHT.ac.uk,,,15.0,0.0,6.0, DPO AA 62334",(234)754-4611x18847,COMP4407,Theoretical Programming,JB2Z1@UoNEHT.ac.uk,AD2Z1@UoNEHT.ac.uk,,,27.0,15.0,
DPO AA 64770",593.442.4561x8770,ANIM1401,Basic Animation,DB1Z1@UoNEHT.ac.uk,,,58.0,4.0,0.0,4.0 DPO AA 64770",593.442.4561x8770,ANIM1402,Foundational Lighting,AM4Z1@UoNEHT.ac.uk,,,55.0,5.0,2.0,3.0
DPO AA 64770",593.442.4561x8770,ANIM1403,Beginner's Modelling,CM2Z1@UoNEHT.ac.uk,BP2Z1@UoNEHT.ac.uk,TW2Z1@UoNEHT.ac.uk,47.0,3.0,, DPO AA 64770",593.442.4561x8770,ANIM1404,Basic Blending,JJ3Z1@UoNEHT.ac.uk,,,79.0,3.0,5.0,3.0
DPO AA 64770",593.442.4561x8770,ANIM1405,Beginner's Rigging,BK1Z1@UoNEHT.ac.uk,RF1Z1@UoNEHT.ac.uk,AM4Z1@UoNEHT.ac.uk,51.0,10.0,8.0, DPO AA 66243",001-595-500-6385x19459,COMP3401,Mastering Algorithms,MF3Z1@UoNEHT.ac.uk,,,8.0,5.0,7.0,
DPO AA 66243",001-595-500-6385x19459,COMP3402,Field Programming,LK1Z1@UoNEHT.ac.uk,,,4.0,1.0,8.0,6.0 DPO AA 66243",001-595-500-6385x19459,COMP3403,Practical Statistics,LK1Z1@UoNEHT.ac.uk,AW1Z1@UoNEHT.ac.uk,,66.0,9.0,10.0,
DPO AA 66243",001-595-500-6385x19459,COMP3404,Practical Modelling,CJ1Z1@UoNEHT.ac.uk,JL2Z1@UoNEHT.ac.uk,,13.0,14.0,0.0,8.0 DPO AA 66243",001-595-500-6385x19459,COMP3405,Field Design,RR3Z1@UoNEHT.ac.uk,PG2Z1@UoNEHT.ac.uk,,50.0,10.0,,
DPO AA 66243",001-595-500-6385x19459,COMP3406,Field Ethics and Standards,JR3Z1@UoNEHT.ac.uk,,,8.0,11.0,25.0,21.0 DPO AA 66243",001-595-500-6385x19459,COMP3407,Practical Software,MC1Z1@UoNEHT.ac.uk,,,7.0,18.0,,
